,id,artist_song,artist,genre
16,boxCyvAHW2K9yzPUpiu2ZG,King Sunny Ade -- Eje Nlo Gba Ara Mi.mp3,King Sunny Ade,Juju
17,fqhnyWwyGk7BaKN55pAnRW,king sunny ade - Samba.mp3,King Sunny Ade,Juju
18,DBgJpRfDjJXrXYqEheP4zD,King Sunny Ade -  Ma JAiye Oni Complete Track.mp3,King Sunny Ade,Juju
19,UgM2JoqHg3Ze7wUKVcojak,King Sunny Ade - Easy Motion Tourist.mp3,King Sunny Ade,Juju
20,ruj6Hmjd8ooPs4XpWMURpF,King Sunny Ade -  Suku Suku Bam Bam.mp3,King Sunny Ade,Juju
21,pFUVbDygd8j6N2jxZvbLJF,ORISUN IYE by king sunny ade.mp3,King Sunny Ade,Juju
22,u3rrzcwjBcmUSNges4nn85,Sunny Ad  his Green Spot Band - John Ali  A Ye Wa.mp3,King Sunny Ade,Juju
23,GrDyog6qa78r9TfgAJVmVW,Sunny Ade - Ja Funmi (1).mp3,King Sunny Ade,Juju
24,sE79um3Cp9UfHFGZEtbWJW,Tolongo  King Sunny Ade  His African Beats.mp3,King Sunny Ade,Juju
25,sAPnCumDDG4Ewwwh5GtDrb,King Sunny Ade - Ko Salapata Nigeria.mp3,King Sunny Ade,Juju
26,E9vMGytMPbqZsDXLuETr4R,King Sunny Ade and His African Beats - Mo Bero Agba.mp3,King Sunny Ade,Juju
27,nAhQCU2isbkDhsnoH9DMpV,SIR SHINA PETERS ACE SIDE B.mp3,Sir Shina Peters,Juju
28,DHFjF39hgqXEovCqxESNZG,Sir Shina Peters - Experience 2.mp3,Sir Shina Peters,Juju
29,7ygpULzNcQsadwcs9N4isW,zzQtHNomxsgHVPiG4KyLnM.mp3,Sir Shina Peters,Juju
30,D6yTKgGx9y2bKKmJ5EGEja,Sir Shina Peters - Experience 3.mp3,Sir Shina Peters,Juju
31,3w6xr8eMMwi99VnwgtZ7p7,SHINA PETERS - AFRO JUJU PART 1.mp3,Sir Shina Peters,Juju
32,Ty6a5sWm9aQKiEJUWKMHn2,Sir Shina Peters - Experience 5.mp3,Sir Shina Peters,Juju
33,szKQC3FHH8rLdNPfNLE7bN,Sir Shina Peters  His International Stars - Yabis.mp3,Sir Shina Peters,Juju
34,zj8G4fzLn8iNZSYiSPN4w7,Shina Peters - Omo Eniyan pt2.mp3,Sir Shina Peters,Juju
35,Z5yap45fmo5JQxpbmBvbAF,SIR SHINA PETERS  SEWELE 1986.mp3,Sir Shina Peters,Juju
36,MnUuLumyjJ4ukF4JJXjCy3,Shinamania Part 3.mp3,Sir Shina Peters,Juju
37,UASM6UmjHj8UHt2VetYw3R,Shinamania Part 2.mp3,Sir Shina Peters,Juju
38,xAyhsKF7SVH6Zu7K2xWx4b,Shina Peters  Dancing Time.mp3,Sir Shina Peters,Juju
39,RpDUsjaSBq7oocx2rBJdME,General Prince Adekunle - Awodi nfo ferere  Banuso ma beniaso  Meta meta lore.mp3,Prince Adekunle,Juju
40,HWDJiTzUmCfFWs6ozhTBvb,General Prince Adekunle - London Special Beat side two.mp3,Prince Adekunle,Juju
41,Q6tCRpyD4LN5GuKVPJcCTK,Prince Adekunle  Aiye Nreti Eleya  Aropin Ni Tenia.mp3,Prince Adekunle,Juju
42,wEGVdPmP6mS2KMc9soUEWN,General Prince Adekunle  Omo Niyi Omo Nide  A Ki Nromo Ra Loja.mp3,Prince Adekunle,Juju
43,ydesxg7PmtH3ii3pgDYxL2,Prince Adekunle - Bisimilai.mp3,Prince Adekunle,Juju
44,zCmXtMcR7Enuo38cHbWbgF,Segun Adewale  his Superstars International - Adewale Play For Me.mp3,Segun Adewale,Juju
45,kyWPPfsPHrcz7actzLoKea,Segun Adewale  his Superstars International - Oshogbo Oroki.mp3,Segun Adewale,Juju
46,uXvadQ9UG5EdS93vky4wYU,Segun Adewale  his Superstars International - Nigeria.mp3,Segun Adewale,Juju
47,iDEY9aQvxDG7p4wX223Mk7,Segun Adewale - Odaran Kan To Sa.mp3,Segun Adewale,Juju
48,CiGXpeaU6JAM3H6qXWycjc,Segun Adewale - Oshogbo Okori.mp3,Segun Adewale,Juju
49,QeXMgdGNF6B5XmF5uKc9R4,Segun Adewale  his Superstars International - Owo Ni Gbongbo Ese.mp3,Segun Adewale,Juju
50,buvX99Hbx5u6hZ8JJ4EdM7,Segun Adewale - Yo-Pop Music.mp3,Segun Adewale,Juju
51,2eRVuRhrH8XiQgBVzfPpu9,Segun Adewale   Atewo Lara Ka Tepa MoSe.mp3,Segun Adewale,Juju
52,gRPNkFHMLAnbQL8fap59bV,Sonny Okosun - Weep Not Children.mp3,Sunny Okosun,Juju
53,hvesyQV46i6s8mdkcBHX9U,Now Or Never Sunny Okosun The King of Ozidi.mp3,Sunny Okosun,Juju
54,T22tWD6HxkBCQR2wknNvun,Sonny Okosuns - Power To The People.mp3,Sunny Okosun,Juju
55,CGJj9NqEJ7utfcZL3zi5sa,SONY OKOSUN   FIRE IN SOWETO.mp3,Sunny Okosun,Juju
56,YtArMxem2RLdcv5E96A8NW,Sonny Okosun - Holy Wars.mp3,Sunny Okosun,Juju
57,xVchKiTDhLzqvjbUgYxDkR,SONNY OKOSUNS - JESUS KING OF KINGS.mp3,Sunny Okosun,Juju
58,DU9DGZQXCDnFboYji3ihbf,Sonny Okosuns - African Soldiers.mp3,Sunny Okosun,Juju
59,aRBhzZMqWgZkWCMsmCrtrm,Sonny Okosuns - No More Wars.mp3,Sunny Okosun,Juju
60,gQLKTHVsC52P9Aqeujr8XZ,Sonny Okosuns - Tell Them.mp3,Sunny Okosun,Juju
61,mZZtF3gaxd2A24RmW3rcCP,SONY OKOSUN   PEOPLE GO.mp3,Sunny Okosun,Juju
62,re7khuQmvuCbKKDv63yUaW,Sonny Okosun Ozziddi - Steady And Slow Nigeria 1978.mp3,Sunny Okosun,Juju
63,kzfVATeRdqJa5794vaktTE,SONNY OKOSUN  papas land -  Nigeria.mp3,Sunny Okosun,Juju
64,wnbMqqdTtQwy8j7oJ54Foa,Sonny Okosuns - Highlife.mp3,Sunny Okosun,Juju
65,WSxeeAahxkmrpPqvWyBonj,Sonny Okosuns - Woman.mp3,Sunny Okosun,Juju
66,bceUfMfgYhN9iwUncsWiHC,Sonny Okosun - Mt Zion.mp3,Sunny Okosun,Juju
67,e6WQRNKuPvmaGaoXPQV3xV,SONY OKOSUN   LIVING MUSIC.mp3,Sunny Okosun,Juju
68,noKyxR6EPpvXfKEpy3zS6J,Sonny Okosuns Ozzidi - Mother  Child.mp3,Sunny Okosun,Juju
69,Eo7DtMUEacmqnBAGoB43PP,Sonny Okosun - Save Our Souls.mp3,Sunny Okosun,Juju
70,hH8CwKFYrAseC5vLaukCXF,sunny okosun - which way Nigeria.mp3,Sunny Okosun,Juju
71,QS3jWBZtvyCM8mke3Cc7qb,Sonny Okosuns - Olu Ebube.mp3,Sunny Okosun,Juju
72,YthhLQRvagG2w5K5DjP2mY,ik dairo miliki.mp3,IK Dairo,Juju
73,RnzEUpWaZihFgRoxxt25FF,Chief IK Dairo  His Blue Spots Band - Labutu Yeke  Ijo Olomo Audio.mp3,IK Dairo,Juju
74,YWwGMWXtpFH6qGYmijB2RG,OKAN  MI YO NINU OLUWA by IK DAIRO  EVERGREEN MUSIC.mp3,IK Dairo,Juju
75,XqceYh4FaK9taMq7ZYg6dR,IK Dairo - Bonfo.mp3,IK Dairo,Juju
76,NPjQemC7EnhzsReYGnBbER,I K  Dairo - Guluso Nigeria 1960s.mp3,IK Dairo,Juju
77,xWw6KWE4yvApmSCAdav8bL,I REMEMBER MY DARLING by IK DAIRO  EVERGREEN MUSIC.mp3,IK Dairo,Juju
78,PXhpumDupxMms97zAbP3g2,IK Dairo MBE - Seni Ma Bimo Lemo 1971.mp3,IK Dairo,Juju
79,MVQczUoMyJeo3fYYLuqorW,Chief I K Dairo  His Blue Spots Band - Ore Mi Dakun Ile Aiye Le.mp3,IK Dairo,Juju
80,mnqW7LDwLXxmGQruoAbhPM,ore arakunrin temi my close friend - I K  Dairo  his blue spots.mp3,IK Dairo,Juju
81,cB2KXopdRvcQUahLRg9d9E,IK Dairo and his Blue Spots - Omo Alaro 1972.mp3,IK Dairo,Juju
82,LqkjkTiKdmPJMooxcvSw3n,IK dairo  - baba dami lare.mp3,IK Dairo,Juju
83,WAFuYZKzr42WvDPxjxpZGD,I K Dairo - Ise Aje Nigeria 1960s.mp3,IK Dairo,Juju
84,KCx7A9aky4CnDcFuJnRssB,IK Dairo - Okin Omo Ni.mp3,IK Dairo,Juju
85,zWGQewir4BvgWZHdYH5KAi,Chief IK Dairo - Baby Salome Audio.mp3,IK Dairo,Juju
86,J4aTj5q3L7M53UQ8kBcydH,IK Dairo MBE - Jesu Lalabo Mi 1971.mp3,IK Dairo,Juju
87,G3iSW7wsMwmdkudkuEZ28A,RORA FESO JAIYE by IK DAIRO  EVERGREEN MUSIC.mp3,IK Dairo,Juju
88,6bMhVQSthWVcrYPKh5WKuj,ik dairo bus stop.mp3,IK Dairo,Juju
89,iqEFUUcQCeq6qiLhxymdUW,Chief IK Dairo  His Blue Spots Band - Elele Ture  Ladejola Oginni Audio.mp3,IK Dairo,Juju
90,WvJyT9j9uBiPjGBxDRV9Qh,IK Dairo and his Blue Spots - Labondo.mp3,IK Dairo,Juju
91,H8Qh5eqZaLci3v4BoDfFDM,IK Dairo - Omo Oloja - Official Song - Naija Music.mp3,IK Dairo,Juju
92,ow6bYFmffEzBZ3BGTmtqca,ONILE GOGORO by IK DAIRO  EVERGREEN MUSIC.mp3,IK Dairo,Juju
93,BL9kUym2EALpCbT6KfkWdP,I K Dairo MBE  his Blue Spots  Side Two part a.mp3,IK Dairo,Juju
94,q7tjyZYDaoJ4d3e9nLX8jh,I K  Dairo and His Blue Spots  President Mobutu   Congo Kinshasa.mp3,IK Dairo,Juju
95,x35x9utQnP2U56TsgeRLMY,I REMEMBER MY DARLING by IK DAIRO  EVERGREEN MUSIC (1).mp3,IK Dairo,Juju
96,QQh8B826dYvW3MaG3V5fKg,IK Dairo - Ta Lo Ba Mi Ri.mp3,IK Dairo,Juju
97,mNmRJRmWHxcYMzqSDBYE7X,IK Dairo  Taxi Driver Official Song Audio  Naija Music.mp3,IK Dairo,Juju
98,YiRtwWh46jhPzWuo35dsQD,IK Dairo  His Blue Spots - Oreke Lewa.mp3,IK Dairo,Juju
99,EXxJCM5ACNexDD6aF4DjjX,Omo Owa O Ijesa - IK Dairo.mp3,IK Dairo,Juju
100,3xZnkNiFPweAr9ui9knAaV,Tunde Nightingale-Classic Collections 2.mp3,Tunde Nightingale,Juju
101,d7uSpLRZBDSQ7jZXPSic6Z,Tunde Nightingale-Classic Collections 1.mp3,Tunde Nightingale,Juju
102,TTvCKk2e2pBKCmuXHZ3m93,TUNDE NIGHTINGALE  - Na-Poor-A-Poor.mp3,Tunde Nightingale,Juju
103,yNGFgkibJx4LU6AQpXM7aF,Tunde Nightingale  His Highlife Boys - Omo Lafiaji  Araba Audio.mp3,Tunde Nightingale,Juju
104,LDA6QBK7nMi2XgrErDrncf,Tunde NightingaleAudio.mp3,Tunde Nightingale,Juju
105,xzJC6VvGJbXCceNmZtCMsb,Tunde Nightingale  The Original Owanbe Sound Vol1 Side 1.mp3,Tunde Nightingale,Juju
106,zEtyGxNLEtrjHL3CjQLd2V,OSUPA O PEMEJI by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
107,HC7Qmq7xzhnt8rvoCypkVe,IYAWO MA SE ASE JU by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
108,XhdcLAjyettXhz5MKaAUDW,OFOFO KO LERE by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
109,QPTjge8UiEGVdQr6w2DeQb,LATE CAXTON MARTINS by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
110,PzfDbTvuHVAjcLhBB9FbGN,EDUMARE LONI GBEJA MI by Ayinde Bakare  EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
111,ukHpGPVUSCXCQbcqvfXCTD,OJU OWO KI PON DADA by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
112,2VRMyJdYHNQty3hzCttJEY,MA YOWO LORO MI OLUWA by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
113,D9nZnty9GQ7VPsMwnHA5M8,OMO ARAIYE O FENI FE RE by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
114,gs6BaNthsK92gcFCWysrHE,TESLIM AYILARA by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
115,KpobosUgtizgN86vSw99rL,Ayinde Bakare Ore meta  Part 2.mp3,Ayinde Bakare,Juju
116,ZtWvztUpWiJkSTpTa565JL,OBA AYINDE SALAMI by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
117,dwnr5thg5tZfMX95qLV8X3,IGIDA EYE FOLO by Ayinde Bakare  EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
118,DyxqiDZXSvjFvwBbEDp2jE,HAKEEM HABEEB by Ayinde Bakare  EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
119,nxhCeqcnwX3mEFiJV6Sd9W,OMO ARAIYE LE by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
120,6VRYT4kd58VdYNM742cR25,LATE KARIMU KOTUN by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
121,QeVUTFegKpaKvnKZKogrH6,J  K  RANDIE AYINDE BAKARE  AMBROSE CAMPBELL by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
122,WyCku5G4opzGiqKda4z4aG,AYINLA OMOWURA LATE AYINDE BAKARE NEW CURRENCY 1.mp3,Ayinde Bakare,Juju
123,F4KQZ9ipQzdKE3nZKhw2zb,BI MO LAYA TI O LEWA IWA LEWA by Ayinde Bakare  EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
124,JUGE6pDAWYAj849E4JvwnK,ORE OTITO KOSI MO by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
125,TZeJzta8dTKuSSDjWfhPsN,Ojowu Birin - Ayinde Bakare.mp3,Ayinde Bakare,Juju
126,LeX6HFHbFjbHBZzNDTHtfT,OLOJO NKANJO by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
127,6ZN9p4kBZQdWeR6mgsbvJT,IDOWU OKOKO by Ayinde Bakare  EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
128,fZqr9e3VScZBJ7CTT55hr6,MO DURO GEDGBE by Ayinde Bakare   EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
129,Bzy8gk3CAmYoX8ZW4kib8e,INNER CIRCLE BROS by Ayinde Bakare  EVERGREEN MUSIC.mp3,Ayinde Bakare,Juju
130,8RQsjyJPLS2qoyesNFWHpU,Ebenezer Obey - Around The World.mp3,Ebenezer Obey,Juju
131,hfVuY7hD7AP5sD6oDcSUTU,Ebenezer Obey - Ohun Oju Ri Laiye.mp3,Ebenezer Obey,Juju
132,h8bSXrV3uGin2mBjgFRnoE,TO BA NWA I RE -Chief Commander Ebenezer Obey  His Inter-Reformers Band 1984.mp3,Ebenezer Obey,Juju
133,LuV69oXbFKPYXWyDTJxy7j,Ori mi Koni buru owmv.mp3,Ebenezer Obey,Juju
134,c656RgffNAm8gYXNoUCeXF,CHIEF E OBEY - ASIKO MI TITO.mp3,Ebenezer Obey,Juju
135,ZcauB5PEGTm3vNA5TYbxeD,Ebenezer Obey  His International Brothers - Olomi Gbo Temi.mp3,Ebenezer Obey,Juju
136,Z8n6JGQaNmBxea665pBHDM,Ebenezer Obey  His International Brothers - Ori Bayemi.mp3,Ebenezer Obey,Juju
137,wTEdB4BiukFtFGMbpCz2mE,Ebenezer Obey - Ota Mi Dehin Lehin Mi.mp3,Ebenezer Obey,Juju
138,CSQeyALjGPWoGtgzti5kvH,Ebenezer Obey  his International Brothers - Enia Lasan.mp3,Ebenezer Obey,Juju
139,KBvBy4Mrmnh8Xt7J2xbR2Q,Ebenezer Obey - Baby Paulina.mp3,Ebenezer Obey,Juju
140,BsFbxRkiSwF3TkpquDK5gm,Ebenezer Obey  Iba Foluwa-Ajo Kodabi Ile.mp3,Ebenezer Obey,Juju
141,woT2TdippE6NNQmhDaBk2N,Ebenezer Obey- Baba Loran Mi Wa.mp3,Ebenezer Obey,Juju
142,emBwyuFAYdYirizk4bX59Y,Ebenezer Obey - Late Rex Lawson.mp3,Ebenezer Obey,Juju
143,wSWPKR6Xxyj2yG3PCb5GbW,The Horse the man and the son 1 of 2wmv.mp3,Ebenezer Obey,Juju
144,fnsYZvfkiZU5JktbchtuVS,Ebenezer Obey - Gbebe mi.mp3,Ebenezer Obey,Juju
145,sVZfgfiFdSic2KefS5ZMXC,Ebenezer Obey - Ode To Nso Eledumare.mp3,Ebenezer Obey,Juju
146,RE4RM9iJ63xrGo997Ggo2c,Ebenezer Obey- Pegan Pegan.mp3,Ebenezer Obey,Juju
147,EArmokR3cKS8ZNqWuaaRVC,Ebenezer Obey  Egba Ijesha Ibadan.mp3,Ebenezer Obey,Juju
148,p9jaSYqVL8EZzmiCUxvP5R,E Ma Se Lo 1985.mp3,Ebenezer Obey,Juju
149,vSPaafNgjDb6bQ3JCLqLsZ,Chief Ebenezer Obey - Aimasiko.mp3,Ebenezer Obey,Juju
150,EFj84LdVXgY68X4QckhcmG,Ojeje - Chief Commander Ebenezer Obey  His Inter-Reformers Band.mp3,Ebenezer Obey,Juju
151,PrdNCdncpxGVVC2rW2px2R,Ebenezer Obey-- Africa is my HomeOlowo Laye Mo.mp3,Ebenezer Obey,Juju
152,ynoBxWghSAoqgkkvzvUT2d,Ebenezer Obey  Miliki side one.mp3,Ebenezer Obey,Juju
153,SYoKbGoicqNPiuuH8yKAcb,Ebenezer Obey- Oro Mi Ti Dayo.mp3,Ebenezer Obey,Juju
154,k8ShDU4ovFk7BJ5r8Bo2Ub,Ebenezer Obey Ose Olorum Oba.mp3,Ebenezer Obey,Juju
155,GU4KWde6uNqFJ6tk5TSM3C,Prince Nico Mbarga - Stella.mp3,Nico Mbarga,Highlife
156,y8dbKGf2qaYHTM8HWU3MHP,Prince Nico Mbarga  Rocafil Jazz  -  Wayo Inlaw.mp3,Nico Mbarga,Highlife
157,YiQn69iNNRdwZDV5cZE6CB,Prince Nico Mbarga  Rocafil Jazz  Celibataire avec des enfants.mp3,Nico Mbarga,Highlife
158,AbkJzydaR7xupLYNPCBVcd,Prince Nico Mbarga Sweet Mother.mp3,Nico Mbarga,Highlife
159,F5eBK4DJE24wvgjnjwSpi7,Prince Nico Mbarga  Nature.mp3,Nico Mbarga,Highlife
160,d4YvraAuUXnNmJqAakjX77,Prince nico mbarga - Wayo Inlaw AUDIO.mp3,Nico Mbarga,Highlife
161,D7NQVcdnLKdCh2SQAknFBe,Prince Nico Mbarga  Rocafil Jazz  Panco Juju System.mp3,Nico Mbarga,Highlife
162,a6nYk4oAGYCeFJb3EwrdG8,Prince Nico Mbarga  Happy Birth Day.mp3,Nico Mbarga,Highlife
163,2xnvEoaUHJ5owQ3tCmMTDj,prince nico mbarga - family movement.mp3,Nico Mbarga,Highlife
164,h6BJ5dWipjT5AvqAbpicqh,SWEET FAMILY DULCE FAMILIA- PRINCE NICO MBARGA AND ROCA FIL JAZZ.mp3,Nico Mbarga,Highlife
165,7tjvnXf3iCCatSmT9LEhqg,Prince Nico Mbarga  Rocafil Jazz - welenga.mp3,Nico Mbarga,Highlife
166,qyKiinEW5A6a8wQFmii8uY,Prince Nico Mbarga and the Rocafil Jazz - Home be home.mp3,Nico Mbarga,Highlife
167,dPymzohnzKLKcVca2inCeT,Onye Ori Obi - Prince Nico Mbarga.mp3,Nico Mbarga,Highlife
168,X8oeA2Jmw66nSVGiupDaFC,Prince Nico Mbarga  Rocafil Jazz  Green Revolution.mp3,Nico Mbarga,Highlife
169,Sz2ezsEUC47rpVUHPNv7c6,MUSIC LINE   CIMA CIMA    PRINCE NICO MBARGA   ROCAFIL  JAZZ.mp3,Nico Mbarga,Highlife
170,NJy24ffCNSGtN87ytgYNsP,Prince Nico Mbarga  Simplicity.mp3,Nico Mbarga,Highlife
171,y7RcGJCb3GwLeexeCPa3s7,Prince Nico Mbarga  Rocafil Jazz  -  I Dey Wonder.mp3,Nico Mbarga,Highlife
172,eZoM7bB2hUW4UeDwfJY8N7,Prince Nico Mbarga  Free Education in Nigeria.mp3,Nico Mbarga,Highlife
173,2B5CNhtTfQCZyHwj7jZcVg,Prince Nico Mbarga  Late Madam Nneka Okonkwo  1977.mp3,Nico Mbarga,Highlife
174,ekZDsaBVoY9fmznYt6rDcT,Prince Nico Mbarga  Rocafil Jazz - Lucky marriage.mp3,Nico Mbarga,Highlife
175,YJqWPyFALr3BD8cfFu6JNS,New Generation - Prince Nico Mbarga and Rocafil jazz exito picotero.mp3,Nico Mbarga,Highlife
176,eZS5AgVbN4QuaZurbzgPBG,Prince Nico Mbarga  Christiana.mp3,Nico Mbarga,Highlife
177,P6UZAV98pwE7H229GdPf6m,Prince Nico Mbarga and Rocafil Jazz   Impossible.mp3,Nico Mbarga,Highlife
178,6DLe8ZCvvEXSvEMxoLaaMc,Ikenga Super Stars of Africa - Shakara School Girl.mp3,Nico Mbarga,Highlife
179,oAzJdePmRMRK7zgkRJxU4A,Flavour Ft Stormrex - Ukwu.mp3,Flavour Nabania,Highlife
180,N4njFam6PjXsyM3hWGaZEb,MC Loph feat Flavour  - Osondi Owendi Official Video.mp3,Flavour Nabania,Highlife
181,L8a6sp6knGkS9S5Kc4JyzY,Flavour - Oyi Remix Official Video ft Tiwa Savage.mp3,Flavour Nabania,Highlife
182,NkbEJHBf3i5BtjmqoyESsX,Flavour - Nwa Baby Official Original Video.mp3,Flavour Nabania,Highlife
183,gpzDbUdLSrGraGkZUtCfHU,Flavour - Shake Official Video.mp3,Flavour Nabania,Highlife
184,XHytxasX7YDgowYTi8L3yP,Flavour - Iwe Tribute To MC Loph Official Video.mp3,Flavour Nabania,Highlife
185,m5Pz2TsEcEhmZSwGhqWpw4,Flavour Nabania - ALCOHOL.mp3,Flavour Nabania,Highlife
186,a5ampE8vHoChNcjDoAghQk,Flavour - Oyi I Dey Catch Cold Official Video.mp3,Flavour Nabania,Highlife
187,Xz7ErpuAf9USBoyPsJZ5dZ,Flavour Ft Sho Boi - Thank God.mp3,Flavour Nabania,Highlife
188,6rUQ8zzMpP7Cg4GdMieqQ4,egwu bu ife chi nyelanyi.mp3,Oliver de Coque,Highlife
189,b3UoUeDL8x3nwBaNmPCVxM,jomo kenyatta.mp3,Oliver de Coque,Highlife
190,SuD5MH8W4Lvoshs36dsSG2,udoka.mp3,Oliver de Coque,Highlife
191,bmjVwoPeXkJXdYVgNAybHh,club national.mp3,Oliver de Coque,Highlife
192,mVKWrEQiP42JTwzytYhJYK,onye kwe chiya ekwe.mp3,Oliver de Coque,Highlife
193,mXiCLZFMACG6CrnPk9iVqC,music africa.mp3,Oliver de Coque,Highlife
194,skiMwJAVYWWM3X3yJMHfcT,messiah messiah:mbanese ayi ekene.mp3,Oliver de Coque,Highlife
195,eeKsFT52Zgk9nsE8PVWUiP,nke nakpa onye.mp3,Oliver de Coque,Highlife
196,8FurctEag4jP5SXaaAeXHe,oma obi dia.mp3,Oliver de Coque,Highlife
197,AHbysSsFjkZc3WMaY2428F,identity.mp3,Oliver de Coque,Highlife
198,6gbgm6K6a2miexoKuiEToh,mbulubia uwa ndi mgbamele.mp3,Oliver de Coque,Highlife
199,CXckhgZ2dGVcUVNyyiAGxn,olisa kanyi nayo.mp3,Oliver de Coque,Highlife
200,NsxWVfXgLKty2PNDohDNGo,appreciation.mp3,Oliver de Coque,Highlife
201,PEvhCjLrHpZbDF8WJRbZPg,my cherry.mp3,Oliver de Coque,Highlife
202,SinDSm8FhVkaWY2pMgbmfR,otimkpu.mp3,Oliver de Coque,Highlife
203,C9gCkPS89WgPxoogBEQifW,peoples club of nigeria.mp3,Oliver de Coque,Highlife
204,4f6FT4fCLv4Ah7jp5FJ4vb,Ife chi kwulu geme onye zogbulu nwambe.mp3,Oliver de Coque,Highlife
205,CoFcEaaYRRr3oxBxvbq4KR,igwe bu ike.mp3,Oliver de Coque,Highlife
206,UuPpv27s62JwoihXv7wMXf,star united.mp3,Oliver de Coque,Highlife
207,fWeNfLk6WEMsg4ew9iq8e8,nwanne di na mba.mp3,Oliver de Coque,Highlife
208,Nc7rWhM48EQA44HoRzuM4b,kaduna special.mp3,Oliver de Coque,Highlife
209,VhX6ufANMcm4haGhfErpL4,opportunity.mp3,Oliver de Coque,Highlife
210,ar7z7rKdjJnSuVkbefLAGk,the tragedy story of two friends.mp3,Oliver de Coque,Highlife
211,C6j5ZdY8FiVnNeywrkcvxB,tolerance elete aghara.mp3,Oliver de Coque,Highlife
212,6kJa82ETY4dY7NRuL2Ws3J,i salute africa.mp3,Oliver de Coque,Highlife
213,wso4eXgMbgQg43XBzW7iU2,born singer.mp3,Oliver de Coque,Highlife
214,QJgxvLGP7fMohU7btfvfw6,onye aghala nwanne ya.mp3,Oliver de Coque,Highlife
215,KiPMY7jKfMhzBYFuAtjWQ5,nwa bu ife ukwu.mp3,Oliver de Coque,Highlife
216,DXs8NNbqMEPousfkNd8dkE,go call police.mp3,Oliver de Coque,Highlife
217,AZ5SW35trHxZp6QtoUwoaD,father father.mp3,Oliver de Coque,Highlife
218,A3q6ehB8stLiiGXs8BTBW4,Nke Onye Diliya.mp3,Osita Osadebe,Highlife
